RowId , Time  , TimeInterval  , F00A:2659  , F00A:132  , F00A:5257  , Difference  , Label 
12397,1543528141.831996,0.050006866455078125,0.0,190.4,-1.0,0.45277097490954876,-1.0
12398,1543528141.881992,0.049996137619018555,0.0,190.15,-1.0,0.254950218458286,-1.0
12399,1543528141.930988,0.0489959716796875,0.0,189.7,-1.0,0.45266058539788756,-1.0
12400,1543528141.98199,0.05100202560424805,0.0,190.4,-1.0,0.7018584122656851,-1.0
12401,1543528142.030958,0.048967838287353516,0.0,191.25,-1.0,0.8514117611969939,-1.0
12402,1543528142.080951,0.049993038177490234,0.0,191.05,-1.0,0.2061561420405082,-1.0
12403,1543528142.129952,0.04900097846984863,0.0,190.7,-1.0,0.3534148837746962,-1.0
12404,1543528142.180954,0.05100202560424805,0.0,190.95,-1.0,0.25515722761734666,-1.0
12405,1543528142.230953,0.04999899864196777,0.0,191.4,-1.0,0.4527702573362145,-1.0
12406,1543528142.330958,0.10000491142272949,0.0,191.5,-1.0,0.1500052453139689,-1.0
